name,rank,correct_name
Cupidesulfovibrio oxamicus,species,Nitratidesulfovibrio oxamicus
Cupidesulfovibrio termitidis,species,Nitratidesulfovibrio termitidis
Cupidesulfovibrio,genus,Nitratidesulfovibrio
Cupriavidus yeoncheonense,species,Cupriavidus yeoncheonensis
Curtobacterium albidum,species,Curtobacterium citreum
Curtobacterium aurantiacum,species,Curtobacterium flaccumfaciens
Curtobacterium ginsengisoli,species,Gryllotalpicola ginsengisoli
Curtobacterium saperdae,species,Microbacterium saperdae
Curtobacterium testaceum,species,Microbacterium testaceum
Curvibacter fontana,species,Curvibacter fontanus
Cyclobacterium halophilum,species,Cyclobacterium xiamenense
Cyclobacterium marinus,species,Cyclobacterium marinum
Cystobacter minor,species,Archangium minus
Cystobacter minus,species,Archangium minus
Cystobacter violaceus,species,Archangium violaceum
Cytobacillus ciccensis,species,Cytobacillus solani
Cytobacillus dafuensis,species,Bacillus dafuensis
Cytophaga agarovorans,species,Marinilabilia salmonicolor
Cytophaga aprica,species,Flammeovirga aprica
Cytophaga aquatilis,species,Flavobacterium hydatis
Cytophaga arvensicola,species,Chitinophaga arvensicola
Cytophaga columnaris,species,Flavobacterium columnare
Cytophaga diffluens,species,Persicobacter diffluens
Cytophaga fermentans,species,Saccharicrinis fermentans
Cytophaga flevensis,species,Flavobacterium flevense
Cytophaga heparina,species,Pedobacter heparinus
Cytophaga johnsonae,species,Flavobacterium johnsoniae
Cytophaga johnsoniae,species,Flavobacterium johnsoniae
Cytophaga latercula,species,Aquimarina latercula
Cytophaga lytica,species,Cellulophaga lytica
Cytophaga marina,species,Tenacibaculum maritimum
Cytophaga marinoflava,species,Leeuwenhoekiella marinoflava
Cytophaga pectinovora,species,Flavobacterium pectinovorum
Cytophaga psychrophila,species,Flavobacterium psychrophilum
Cytophaga saccharophila,species,Flavobacterium saccharophilum
Cytophaga salmonicolor,species,Marinilabilia salmonicolor
Cytophaga succinicans,species,Flavobacterium succinicans
Cytophaga uliginosa,species,Zobellia uliginosa
Cytophaga xylanolytica,species,Breznakibacter xylanolyticus
Dechloromonas suillum,species,Azospira oryzae
Dechlorosoma suillum,species,Azospira oryzae
Dechlorosoma,genus,Azospira
Defluvibacter lusatiae,species,Aquamicrobium lusatiense
Defluvibacter lusatiensis,species,Aquamicrobium lusatiense
Defluvibacter,genus,Aquamicrobium
Defluvicoccus vanus,species,Defluviicoccus vanus
Defluvicoccus,genus,Defluviicoccus
Defluviimonas aestuarii,species,Albidovulum aestuarii
Defluviimonas alba,species,Frigidibacter mobilis
Defluviimonas aquaemixtae,species,Albidovulum aquaemixtae
Defluviimonas denitrificans,species,Albidovulum denitrificans
Defluviimonas indica,species,Allgaiera indica
Defluviimonas nitratireducens,species,Pseudothioclava nitratireducens
Defluviimonas pyrenivorans,species,Acidimangrovimonas pyrenivorans
Defluviimonas sediminis,species,Albidovulum sediminis
Defluviimonas,genus,Albidovulum
Dehalospirillum multivorans,species,Sulfurospirillum multivorans
Dehalospirillum,genus,Sulfurospirillum
Deinobacter grandis,species,Deinococcus grandis
Deinobacter,genus,Deinococcus
Deinococcus erythromyxa,species,Kocuria rosea
Deinococcus mumbaiensis,species,Deinococcus ficus
Deinococcus sahariens,species,Deinococcus saharensis
Deinococcus saudiensis,species,Deinococcus soli
Deinococcus swuensis,species,Deinococcus radiopugnans
Deinococcus xibeiensis,species,Deinococcus wulumuqiensis
Deleya aesta,species,Halomonas aquamarina
Deleya aquamarina,species,Halomonas aquamarina
Deleya cupida,species,Halomonas cupida
Deleya halophila,species,Halomonas halophila
Deleya marina,species,Cobetia marina
Deleya pacifica,species,Halomonas pacifica
Deleya salina,species,Halomonas halophila
Deleya venusta,species,Halomonas venusta
Deleya,genus,Halomonas
Dennerimonas mangrovi,species,Aureimonas mangrovi
Dennerimonas populi,species,Aureimonas populi
Dennerimonas,genus,Aureimonas
Dermabacter hominus,species,Dermabacter hominis
Dermatophilus chelonae,species,Austwickia chelonae
Desertactinospora gelatinilytica,species,Spongiactinospora gelatinilytica
Desertactinospora,genus,Spongiactinospora
Desertiactinospora gelatinilytica,species,Spongiactinospora gelatinilytica
Desertiactinospora,genus,Spongiactinospora
Desertivirga xinjiangensis,species,Pedobacter xinjiangensis
Desulfallas alcoholivorax,species,Desulfotruncus alcoholivorax
Desulfallas arcticus,species,Desulfotruncus arcticus
Desulfallas geothermicus,species,Desulfoscipio geothermicus
Desulfallas gibsoniae,species,Desulfoscipio gibsoniae
Desulfitobacterium aromaticivorans,species,Paradesulfitobacterium aromaticivorans
Desulfitobacterium frappieri,species,Desulfitobacterium hafniense
Desulfobacter giganteus,species,Desulfovibrio giganteus
Desulfobacterium anilini,species,Desulfatiglans anilini
Desulfobacterium autotrophicum,species,Desulforapulum autotrophicum
Desulfobacterium catecholicum,species,Desulfocastanea catecholica
Desulfobacterium cetonicum,species,Desulfosarcina cetonica
Desulfobacterium macestii,species,Desulfomicrobium macestii
Desulfobacterium niacini,species,Desulfocicer niacini
Desulfobacterium phenolicum,species,Desulfobacula phenolica
Desulfobacterium vacuolatum,species,Desulfocicer vacuolatum
Desulfobaculum bizertensis,species,Desulfobaculum bizertense
Desulfobaculum xiamenensis,species,Desulfobaculum xiamenense
Desulfobulbus japonicus,species,Desulfogranum japonicum
Desulfobulbus marinus,species,Desulfogranum marinum
Desulfobulbus mediterraneus,species,Desulfogranum mediterraneum
Desulfocapsa sulfoexigens,species,Desulfocapsa sulfexigens
Desulfococcus niacini,species,Desulfocicer niacini
Desulfofarcimen intricatum,species,Desulfolucanica intricata
Desulfoferula mesophilus,species,Desulfoferula mesophila
Desulfohalobium utahense,species,Desulfovermiculus utahensis
Desulfohalotomaculum alkaliphilum,species,Desulfofalx alkaliphila
Desulfohalotomaculum peckii,species,Desulfovectis peckii
Desulfohalotomaculum tongense,species,Desulforadius tongensis
Desulfohalovibrio alkalitolerans,species,Alkalidesulfovibrio alkalitolerans
Desulfolucianica intricata,species,Desulfolucanica intricata
Desulfolucianica,genus,Desulfolucanica
Desulfomicrobium baculatus,species,Desulfomicrobium baculatum
Desulfomicrobium escambium,species,Desulfomicrobium escambiense
Desulfomicrobium thermophilum,species,Thermodesulfomicrobium thermophilum
Desulfomonas pigra,species,Desulfovibrio piger
Desulfomonas,genus,Desulfovibrio
Desulfomusa hansenii,species,Desulfofaba hansenii
Desulfomusa,genus,Desulfofaba
Desulfonema ishimotoi,species,Desulfonema ishimotonii
Desulforhabdus amnigenus,species,Desulforhabdus amnigena
Desulfosarcina cetonicum,species,Desulfosarcina cetonica
Desulfosporosinus auripigmentum,species,Desulfosporosinus auripigmenti
Desulfotomaculum acetoxidans,species,Desulfofarcimen acetoxidans
Desulfotomaculum aeronauticum,species,Desulforamulus aeronauticus
Desulfotomaculum alcoholivorax,species,Desulfotruncus alcoholivorax
Desulfotomaculum alkaliphilum,species,Desulfofalx alkaliphila
Desulfotomaculum aquiferis,species,Desulforamulus aquiferis
Desulfotomaculum arcticum,species,Desulfotruncus arcticus
Desulfotomaculum auripigmentum,species,Desulfosporosinus auripigmenti
Desulfotomaculum australicum,species,Desulfofundulus australicus
Desulfotomaculum carboxydivorans,species,Desulfotomaculum nigrificans
Desulfotomaculum ferrireducens,species,Desulforamulus ferrireducens
Desulfotomaculum geothermicum,species,Desulfoscipio geothermicus
Desulfotomaculum gibsoniae,species,Desulfoscipio gibsoniae
Desulfotomaculum guttoideum,species,Lacrimispora sphenoides
Desulfotomaculum halophilum,species,Desulfohalotomaculum halophilum
Desulfotomaculum hydrothermale,species,Desulforamulus hydrothermalis
Desulfotomaculum intricatum,species,Desulfolucanica intricata
Desulfotomaculum kuznetsovii,species,Desulfofundulus kuznetsovii
Desulfotomaculum luciae,species,Desulfofundulus luciae
Desulfotomaculum orientis,species,Desulfosporosinus orientis
Desulfotomaculum peckii,species,Desulfovectis peckii
Desulfotomaculum profundi,species,Desulforamulus profundi
Desulfotomaculum putei,species,Desulforamulus putei
Desulfotomaculum reducens,species,Desulforamulus reducens
Desulfotomaculum ruminis,species,Desulforamulus ruminis
Desulfotomaculum sapomandens,species,Desulfallas sapomandens
Desulfotomaculum solfataricum,species,Desulfofundulus solfataricus
Desulfotomaculum thermoacetoxidans,species,Desulfofundulus thermoacetoxidans
Desulfotomaculum thermobenzoicum,species,Desulfofundulus thermobenzoicus
Desulfotomaculum thermocisternum,species,Desulfofundulus thermocisternus
Desulfotomaculum thermosapovorans,species,Desulfallas thermosapovorans
Desulfotomaculum thermosubterraneum,species,Desulfofundulus thermosubterraneus
Desulfotomaculum tongense,species,Desulforadius tongensis
Desulfovibrio acrylicus,species,Halodesulfovibrio aestuarii
Desulfovibrio aerotolerans,species,Solidesulfovibrio aerotolerans
Desulfovibrio aespoeensis,species,Pseudodesulfovibrio aespoeensis
Desulfovibrio africanus,species,Desulfocurvibacter africanus
Desulfovibrio alaskensis,species,Oleidesulfovibrio alaskensis
Desulfovibrio alcoholivorans,species,Solidesulfovibrio alcoholivorans
Desulfovibrio alcoholovorans,species,Solidesulfovibrio alcoholivorans
Desulfovibrio alkalitolerans,species,Alkalidesulfovibrio alkalitolerans
Desulfovibrio arcticus,species,Humidesulfovibrio arcticus
Desulfovibrio baarsii,species,Desulfarculus baarsii
Desulfovibrio baculatus,species,Desulfomicrobium baculatum
Desulfovibrio bastinii,species,Maridesulfovibrio bastinii
Desulfovibrio bizertensis,species,Desulfobaculum bizertense
Desulfovibrio burkinensis,species,Solidesulfovibrio burkinensis
Desulfovibrio butyratiphilus,species,Fundidesulfovibrio butyratiphilus
Desulfovibrio capillatus,species,Paucidesulfovibrio capillatus
Desulfovibrio carbinolicus,species,Solidesulfovibrio carbinolicus
Desulfovibrio carbinoliphilus,species,Solidesulfovibrio carbinoliphilus
Desulfovibrio ferrireducens,species,Maridesulfovibrio ferrireducens
Desulfovibrio frigidus,species,Maridesulfovibrio frigidus
Desulfovibrio fructosivorans,species,Solidesulfovibrio fructosivorans
Desulfovibrio fructosovorans,species,Solidesulfovibrio fructosivorans
Desulfovibrio gabonensis,species,Oceanidesulfovibrio gabonensis
Desulfovibrio gigas,species,Megalodesulfovibrio gigas
Desulfovibrio gracilis,species,Paucidesulfovibrio gracilis
Desulfovibrio halophilus,species,Pseudodesulfovibrio halophilus
Desulfovibrio hydrothermalis,species,Maridesulfovibrio hydrothermalis
Desulfovibrio idahonensis,species,Humidesulfovibrio idahonensis
Desulfovibrio indonensis,species,Oceanidesulfovibrio indonesiensis
Desulfovibrio indonesiensis,species,Oceanidesulfovibrio indonesiensis
Desulfovibrio legallis,species,Desulfovibrio legallii
Desulfovibrio longreachii,species,Desulfovibrio longreachensis
Desulfovibrio longus,species,Paucidesulfovibrio longus
Desulfovibrio magneticus,species,Solidesulfovibrio magneticus
Desulfovibrio marinisediminis,species,Halodesulfovibrio marinisediminis
Desulfovibrio marinus,species,Oceanidesulfovibrio marinus
Desulfovibrio marrakechensis,species,Solidesulfovibrio marrakechensis
Desulfovibrio mexicanus,species,Humidesulfovibrio mexicanus
Desulfovibrio oceani,species,Halodesulfovibrio oceani
Desulfovibrio oxamicus,species,Nitratidesulfovibrio oxamicus
Desulfovibrio paquesii,species,Megalodesulfovibrio paquesii
Desulfovibrio piezophilus,species,Pseudodesulfovibrio piezophilus
Desulfovibrio portus,species,Pseudodesulfovibrio portus
Desulfovibrio profundus,species,Pseudodesulfovibrio profundus
Desulfovibrio putealis,species,Fundidesulfovibrio putealis
Desulfovibrio salexigens,species,Maridesulfovibrio salexigens
Desulfovibrio salinus,species,Maridesulfovibrio salinus
Desulfovibrio sapovorans,species,Desulfobotulus sapovorans
Desulfovibrio senegalensis,species,Pseudodesulfovibrio senegalensis
Desulfovibrio senezii,species,Desulfobaculum senezii
Desulfovibrio sulfodismutans,species,Desulfolutivibrio sulfodismutans
Desulfovibrio termitidis,species,Nitratidesulfovibrio termitidis
Desulfovibrio thermophilus,species,Thermodesulfobacterium thermophilum
Desulfovibrio tunisiensis,species,Pseudodesulfovibrio tunisiensis
Desulfovibrio vietnamensis,species,Oleidesulfovibrio vietnamensis
Desulfovibrio vulgaris,species,Nitratidesulfovibrio vulgaris
Desulfurococcus fermentans,species,Desulfurococcus amylolyticus
Desulfurococcus kamchatkensis,species,Desulfurococcus amylolyticus
Desulfurococcus mobilis,species,Desulfurococcus mucosus
Desulfurolobus ambivalens,species,Acidianus ambivalens
Desulfurolobus,genus,Acidianus
Desulfuromonas acetexigens,species,Trichloromonas acetexigens
Devosia nitraria,species,Devosia nitrariae
Devosia subaequoris,species,Devosia soli
Diaminobutyricibacter tongyongensis,species,Leifsonia tongyongensis
Diaminobutyricibacter,genus,Leifsonia
Diaphorobacter polyhydroxybutyrativorans,species,Diaphorobacter nitroreducens
Dickeya dieffenbachiae,species,Dickeya dadantii subsp. dieffenbachiae
Dictyoglomus turgidus,species,Dictyoglomus turgidum
Dietzia cinnamea,species,Dietzia maris
Dietzia natronolimnaios,species,Dietzia natronolimnaea
Dietzia schimae,species,Dietzia kunjamensis subsp. schimae
Diplorickettsia massiliensis,species,Rickettsiella massiliensis
Diplorickettsia,genus,Rickettsiella
Dokdonia diaphoros,species,Dokdonia diaphora
Donghaeana dokdonensis,species,Nonlabens dokdonensis
Donghaeana,genus,Nonlabens
Donghicola xiamenensis,species,Pseudodonghicola xiamenensis
Duganella albus,species,Duganella alba
Duganella ginsengisoli,species,Massilia ginsengisoli
Duganella pernnla,species,Duganella margarita
Duganella rivus,species,Duganella rivi
Dyella yeojuensis,species,Luteibacter yeojuensis
Ectopseudomonas alcaliphila,species,Pseudomonas alcaliphila
Ectopseudomonas chengduensis,species,Pseudomonas chengduensis
Ectopseudomonas composti,species,Pseudomonas composti
Ectopseudomonas guguanensis,species,Pseudomonas guguanensis
Ectopseudomonas hydrolytica,species,Pseudomonas hydrolytica
Ectopseudomonas khazarica,species,Pseudomonas khazarica
Ectopseudomonas mendocina,species,Pseudomonas mendocina
Ectopseudomonas oleovorans,species,Pseudomonas oleovorans
Ectopseudomonas pseudoalcaligenes,species,Pseudomonas oleovorans
Ectopseudomonas toyotomiensis,species,Pseudomonas toyotomiensis
Ectopseudomonas,genus,Pseudomonas
Ectothiorhodosinus mongolicum,species,Ectothiorhodosinus mongolicus
Ectothiorhodospira abdelmalekii,species,Halorhodospira abdelmalekii
Ectothiorhodospira halochloris,species,Halorhodospira halochloris
Ectothiorhodospira halophila,species,Halorhodospira halophila
Ectothiorhodospira marismortui,species,Ectothiorhodospira mobilis
Ectothiorhodospira vacuolata,species,Ectothiorhodospira shaposhnikovii
Edaphobacter lichenicola,species,Tunturiibacter lichenicola
Edaphosphingomonas fennica,species,Sphingomonas fennica
Edaphosphingomonas haloaromaticamans,species,Sphingomonas haloaromaticamans
Edaphosphingomonas laterariae,species,Sphingomonas laterariae
